Date,Open,High,Low,Close,Adj Close,Volume
2021-09-29,78.0999984741211,80.69999694824219,78.0999984741211,79.0,76.0965805053711,14936588
2021-09-30,79.0,79.5999984741211,77.4000015258789,79.19999694824219,76.28922271728516,12110969
2021-10-01,78.19999694824219,78.19999694824219,72.5,73.5999984741211,70.8950424194336,19296277
2021-10-04,74.9000015258789,75.69999694824219,73.19999694824219,73.5999984741211,70.8950424194336,11600158
2021-10-05,71.69999694824219,75.5999984741211,71.5,75.5999984741211,72.821533203125,11966469
2021-10-06,76.0,76.30000305175781,73.19999694824219,73.80000305175781,71.08769226074219,8299250
2021-10-07,74.9000015258789,77.0,74.69999694824219,76.5,73.68846130371094,8010526
2021-10-08,76.5,77.0,75.0,75.9000015258789,73.11051177978516,4794430
2021-10-12,75.5999984741211,75.69999694824219,73.0,73.0,70.31709289550781,5628634
2021-10-13,74.4000015258789,75.0,71.19999694824219,71.80000305175781,69.16119384765625,9189522
2021-10-14,72.9000015258789,72.9000015258789,71.4000015258789,71.4000015258789,68.77589416503906,4758777
2021-10-15,73.0,73.5,72.5,72.9000015258789,70.22077178955078,3337706
2021-10-18,73.5999984741211,73.9000015258789,72.30000305175781,73.0999984741211,70.41341400146484,2970153
2021-10-19,74.19999694824219,75.5999984741211,73.69999694824219,75.5999984741211,72.821533203125,5910057
2021-10-20,75.5999984741211,76.19999694824219,74.9000015258789,75.5,72.72521209716797,4381765
2021-10-21,75.80000305175781,79.30000305175781,75.80000305175781,77.30000305175781,74.45906066894531,16101499
2021-10-22,79.0,85.0,78.69999694824219,85.0,81.87606811523438,72851017
2021-10-25,85.30000305175781,86.5,82.69999694824219,84.30000305175781,81.20179748535156,52357480
2021-10-26,83.19999694824219,83.5999984741211,80.5,82.0999984741211,79.08264923095703,25530384
2021-10-27,82.0999984741211,82.9000015258789,79.5,82.0999984741211,79.08264923095703,20331041
2021-10-28,82.4000015258789,83.9000015258789,80.9000015258789,81.0,78.0230712890625,20621134
2021-10-29,81.19999694824219,83.19999694824219,80.4000015258789,82.9000015258789,79.8532485961914,12835163
2021-11-01,82.9000015258789,83.80000305175781,81.80000305175781,82.19999694824219,79.17897033691406,12688654
2021-11-02,82.69999694824219,84.5999984741211,79.5999984741211,80.19999694824219,77.25247192382812,18637527
2021-11-03,80.0999984741211,81.5999984741211,79.5,81.30000305175781,78.31204986572266,6359895
2021-11-04,81.30000305175781,81.9000015258789,80.0999984741211,80.0999984741211,77.1561508178711,5143825
2021-11-05,80.69999694824219,80.9000015258789,78.5999984741211,80.9000015258789,77.92675018310547,6890718
2021-11-08,81.0999984741211,81.30000305175781,79.5,80.4000015258789,77.44512939453125,3870195
2021-11-09,81.9000015258789,88.0,81.5,87.5,84.28418731689453,47424857
2021-11-10,87.19999694824219,88.69999694824219,85.5,88.4000015258789,85.15110778808594,27525316
2021-11-11,87.80000305175781,91.5999984741211,86.80000305175781,89.4000015258789,86.1143569946289,25579118
2021-11-12,87.30000305175781,88.30000305175781,81.0,81.5,78.50469970703125,35124795
2021-11-15,81.5,82.9000015258789,80.5999984741211,81.19999694824219,78.2157211303711,14659780
2021-11-16,81.0999984741211,82.30000305175781,80.80000305175781,82.0,78.98632049560547,6787169
2021-11-17,81.80000305175781,82.80000305175781,81.0999984741211,82.5,79.46794891357422,6039862
2021-11-18,82.9000015258789,85.0999984741211,82.69999694824219,83.5,80.43119049072266,13251131
2021-11-19,84.30000305175781,89.5,84.19999694824219,87.5999984741211,84.38050842285156,30654917
2021-11-22,89.0999984741211,92.30000305175781,86.30000305175781,88.4000015258789,85.15110778808594,33107920
2021-11-23,87.80000305175781,91.80000305175781,86.80000305175781,89.5,86.21067810058594,25364654
2021-11-24,90.0,90.9000015258789,86.80000305175781,87.30000305175781,84.09153747558594,16495355
2021-11-25,87.5,87.5999984741211,85.0999984741211,85.80000305175781,82.64666748046875,10028688
2021-11-26,84.9000015258789,86.5999984741211,84.0,85.4000015258789,82.26136779785156,7793587
2021-11-29,83.5999984741211,87.0999984741211,82.4000015258789,86.5,83.32093811035156,10435232
2021-11-30,87.19999694824219,89.19999694824219,87.0999984741211,88.4000015258789,85.15110778808594,10467761
2021-12-01,87.69999694824219,89.80000305175781,87.19999694824219,88.5,85.2474365234375,9697782
2021-12-02,87.9000015258789,88.4000015258789,86.0,86.0,82.83931732177734,7000145
2021-12-03,86.9000015258789,88.69999694824219,86.80000305175781,87.69999694824219,84.4768295288086,7112121
2021-12-06,88.0999984741211,89.5,87.30000305175781,89.19999694824219,85.92170715332031,7143122
2021-12-07,89.0999984741211,89.5999984741211,87.5,87.5999984741211,84.38050842285156,6016752
